station_name,coords,latitude,longitude,names,admin1,admin2,country
"GORJACINSK, RS","(52.9833333, 108.2833333)",52.9492,108.2217,Turka,Respublika Buryatiya,,RU
"OKAYAMA, JA","(34.756944, 133.855278)",34.66167,133.935,Okayama-shi,Okayama,,JP
"BELLINGSHAUSEN AWS, AY","(-62.1833333, -58.8833333)",-51.7,-57.85,Stanley,,,FK
"RED EARTH ALTA, CA","(56.5333333, -115.2666666)",55.28344,-114.76896,Slave Lake,Alberta,,CA
"HEMAVAN, SW","(65.806111, 15.082778)",66.31278,14.14278,Mo i Rana,Nordland,Rana,NO
"LAR, IR","(27.674375, 54.383247)",27.6811,54.3404,Lar,Fars,,IR
"ISAMBAJ, TI","(38.05, 68.35)",38.16033,68.66605,Obikiik,Khatlon,,TJ
"OXNARD VENTURA CO AIRPORT, CA US","(34.20012, -119.20417)",34.1975,-119.17705,Oxnard,California,Ventura County,US
"BANYO, CM","(6.7833333, 11.8166667)",6.75,11.81667,Banyo,Adamaoua,,CM
"KANDY, CE","(7.3333333, 80.6333333)",7.2955,80.6356,Kandy,Central,,LK
"KISH ISLAND, IR","(26.517, 53.983)",26.55778,54.01944,Kish,Hormozgan,,IR
"RAS SEDR, EG","(29.5833333, 32.7166666)",29.60018,32.31671,Ain Sukhna,As Suways,,EG
"KALAMAZOO BATTLE CREEK INTERNATIONAL AIRPORT, MI US","(42.22826, -85.546)",42.20115,-85.58,Portage,Michigan,Kalamazoo County,US
"LANDS END AIRPORT, UK","(50.0641, -5.709)",50.07777,-5.70117,Sennen,England,Cornwall,GB
"THONG PHAPHUM, TH","(14.75, 98.6333333)",14.74345,98.63101,Thong Pha Phum,Kanchanaburi,,TH
"NORTHEAST IOWA REGIONAL AIRPORT, IA US","(43.072504, -92.610809)",43.06636,-92.67241,Charles City,Iowa,Floyd County,US
"BANDIRMA, TU","(40.317972, 27.977694)",40.35222,27.97667,Bandirma,Balikesir,,TR
"GUSTAVSFORS, SW","(60.15, 13.8)",60.02378,13.67214,Hagfors,Vaermland,Hagfors Kommun,SE
"BEZIERS VIAS, FR","(43.3166666, 3.35)",43.3046,3.33365,Portiragnes,Languedoc-Roussillon,Departement de l'Herault,FR
"LAGUNA DE LOS PATOS INTERNATIONAL, UY","(-34.456408, -57.770617)",-34.46262,-57.83976,Colonia del Sacramento,Colonia,,UY
"IRBID MET, JO","(32.55, 35.85)",32.55556,35.85,Irbid,Irbid,,JO
"CAMPENI, RO","(46.3666666, 23.05)",46.36667,23.05,Campeni,Alba,Oras Campeni,RO
"PETERBOROUGH, CA","(44.23, -78.363333)",44.30012,-78.31623,Peterborough,Ontario,,CA
"PALMAS, BR","(-10.1833333, -48.3)",-10.16745,-48.32766,Palmas,Tocantins,Palmas,BR
"KARAK, KZ","(44.883, 63.167)",45.61667,63.31667,Baykonyr,Bayqongyr Qalasy,,KZ
"NY ALESUND, SV","(78.9166666, 11.9333333)",78.22334,15.64689,Longyearbyen,Svalbard,Spitsbergen,SJ
"KONSMO HOYLAND, NO","(58.25, 7.4419444)",58.28529,7.35598,Konsmo,Vest-Agder,Audnedal,NO
"KOLOBRZEG, PL","(54.1833333, 15.5833333)",54.17565,15.58342,Kolobrzeg,West Pomeranian Voivodeship,Powiat kolobrzeski,PL
"ANCONA, IT","(43.6166666, 13.5333333)",43.60224,13.53887,Pietra la Croce,The Marches,Provincia di Ancona,IT
"CUATRO VIENTOS, SP","(40.370678, -3.785144)",40.38897,-3.74569,Latina,Madrid,Provincia de Madrid,ES
"TATLAYOKO LAKE RCS BC, CA","(51.6666666, -124.4)",51.91922,-123.04458,Hanceville,British Columbia,,CA
"PUEBLO MEMORIAL AIRPORT, CO US","(38.28868, -104.5057)",38.25445,-104.60914,Pueblo,Colorado,Pueblo County,US
"DEVILS LAKE MUNICIPAL AIRPORT, ND US","(48.11667, -98.9)",48.11278,-98.86512,Devils Lake,North Dakota,Ramsey County,US
"MONTE S. ANGELO, IT","(41.7, 15.95)",41.7053,15.96068,Monte Sant'Angelo,Apulia,Provincia di Foggia,IT
"MANOUANE EST QUE, CA","(50.65, -70.5166666)",48.55009,-71.33238,Saint-Ambroise,Quebec,Saguenay/Lac-Saint-Jean,CA
"MAGARIA, NG","(12.9833333, 8.9333333)",12.99826,8.90991,Magaria,Zinder,,NE
"SPAFAR EVA OSTROV, RS","(59.15, 149.0333333)",59.66994,150.13164,Arman',Magadan,,RU
"HOUEI SAI, LA","(20.25, 100.4333333)",20.2467,100.45401,Ban Houakhoua,Bokeo,,LA
"ECHO WINIFRED, MT US","(47.45, -109.416666)",47.06247,-109.42824,Lewistown,Montana,Fergus County,US
"MONTAGUE SISKIYOU AIRPORT, CA US","(41.77373, -122.46825)",41.7282,-122.5278,Montague,California,Siskiyou County,US
"IQALUIT, CA","(63.75639, -68.555832)",63.74697,-68.51727,Iqaluit,Nunavut,,CA
"RAOUL ISLAND AWS, NZ","(-29.25, -177.9333333)",-21.33333,-174.95,`Ohonua,'Eua,,TO
"ILIAMNA AIRPORT, AK US","(59.74922, -154.90902)",57.76587,-152.60004,Kodiak Station,Alaska,Kodiak Island Borough,US
"GANDZHINA, TI","(37.95, 68.5666666)",38.16033,68.66605,Obikiik,Khatlon,,TJ
"MIDDLE POINT AWS, AS","(-12.6, 131.3)",-12.55397,131.11165,McMinns Lagoon,Northern Territory,Litchfield,AU
"MABARUMA, GY","(8.2, -59.7833333)",8.2,-59.78333,Mabaruma,Barima-Waini,,GY
"VIGRA, NO","(62.560372, 6.110164)",62.5007,6.13472,Valderoy,More og Romsdal,Giske,NO
"ENCARNACION, PA","(-27.3166667, -55.8333333)",-27.33056,-55.86667,Encarnacion,Itapua,,PY
"VALKE MAARJA, EN","(59.1333333, 26.2333333)",59.12639,26.25,Vaike-Maarja,Laeaene-Virumaa,Vaeike-Maarja vald,EE
"TAEJON, KS","(36.3, 127.4)",36.32139,127.41972,Daejeon,Daejeon,,KR
"HOLDREGE BREWSTER FIELD AIRPORT, NE US","(40.45, -99.33917)",40.44029,-99.36982,Holdrege,Nebraska,Phelps County,US
"ALVDALEN, SW","(61.25, 14.0333333)",61.22774,14.03935,AElvdalen,Dalarna,Alvdalens Kommun,SE
"NOVAJA LADOGA, RS","(60.1166666, 32.3166666)",60.10246,32.30191,Novaya Ladoga,Leningrad,,RU
"SURENDRANAGAR, IN","(22.7333333, 71.6)",22.72706,71.64856,Surendranagar,Gujarat,Surendranagar,IN
"ROBERT BOB CURTIS MEMORIAL AIRPORT, AK US","(66.818, -161.022)",66.89846,-162.59809,Kotzebue,Alaska,Northwest Arctic Borough,US
"BATUMI, GG","(41.6, 41.6333333)",41.58556,41.66889,Khelvachauri,Ajaria,,GE
"NAIN, CA","(56.55, -61.68)",53.31685,-60.33153,Happy Valley-Goose Bay,Newfoundland and Labrador,,CA
"WIJK AAN ZEE, NL","(52.5, 4.6)",52.48333,4.65694,Beverwijk,North Holland,Gemeente Beverwijk,NL
"FOGANG, CH","(23.8833333, 113.5166666)",23.86949,113.5284,Shijiao,Guangdong,,CN
"SEDALIA AGCM, CA","(51.5833333, -110.75)",52.35014,-110.26828,Provost,Alberta,,CA
"COFFS HARBOUR, AS","(-30.3205556, 153.1163889)",-30.29626,153.11351,Coffs Harbour,New South Wales,Coffs Harbour,AU
"OLATHE JOHNSON CO INDUSTRIAL AIRPORT, KS US","(38.8221, -94.89027)",38.81084,-94.92719,Gardner,Kansas,Johnson County,US
"PRESIDENTE PRUDENTE AERO, BR","(-22.1666666, -51.4166666)",-22.12556,-51.38889,Presidente Prudente,Sao Paulo,Presidente Prudente,BR
"OZERNOY MYS, RS","(57.65, 163.2333333)",59.24781,163.07034,Ossora,Kamtsjatka,,RU
"TULLAHOMA REGIONAL AIRPORT WILLIAM NORTHERN FIELD, TN US","(35.38, -86.246)",35.36202,-86.20943,Tullahoma,Tennessee,Coffee County,US
"KAZAN, RS","(55.606186, 49.278728)",55.64679,49.21595,Stolbishchi,Tatarstan,,RU
"SHONAI, JA","(38.812222, 139.787222)",38.72167,139.82167,Tsuruoka,Yamagata,,JP
"CHURCHILL FALLS, CA","(53.5666666, -64.1)",52.94626,-66.91137,Labrador City,Newfoundland and Labrador,,CA
"EL TEPUAL INTERNATIONAL, CI","(-41.438886, -73.093953)",-41.46574,-72.94289,Puerto Montt,Los Lagos,Provincia de Llanquihue,CL
"HALKIRK AGCM, CA","(52.1166666, -112.1666666)",51.63343,-111.90181,Hanna,Alberta,,CA
"TUSCIKUDUK, KZ","(44.7333333, 51.9666667)",44.16667,52.11667,Shetpe,Mangghystau,,KZ
"GECITKALE, CY","(35.2333333, 33.7333333)",35.2598,33.73189,Lefkonoiko,Ammochostos,,CY
"JERICHO, WZ","(-27.162, 31.4389)",-27.21667,31.61667,Hluti,Shiselweni,,SZ
"SILCHAR, IN","(24.75, 92.8)",24.82733,92.79787,Silchar,Assam,Cachar,IN
"HUANG SHAN, CH","(30.1333333, 118.15)",30.0811,118.18467,Tangkou,Anhui Sheng,,CN
"BOULDER CITY MUNICIPAL AIRPORT, NV US","(35.947, -114.861)",35.97859,-114.83249,Boulder City,Nevada,Clark County,US
"GUZELYURT, CY","(35.1833333, 32.9833333)",35.19869,32.99338,Morfou,Lefkosia,,CY
"TOUSSAINT LOUVERTURE INTERNATIONAL, HA","(18.58005, -72.292542)",18.54472,-72.30278,Delmas 73,Ouest,,HT
"WATFORD CITY MUNICIPAL AIRPORT, ND US","(47.796, -103.254)",47.80224,-103.28325,Watford City,North Dakota,McKenzie County,US
"YENIERENKOY, CY","(35.5333333, 34.0166666)",35.46892,34.13886,Leonarisso,Ammochostos,,CY
"ATLANTIS OIL PLATFORM, LA US","(27.2, -90.033)",29.23662,-89.98729,Grand Isle,Louisiana,Jefferson Parish,US
"ALTENRHEIN, SZ","(47.4833333, 9.5666666)",47.4663,9.59028,Rheineck,Saint Gallen,Wahlkreis Rheintal,CH
"ABHA, SA","(18.240367, 42.656625)",18.3,42.73333,Khamis Mushait,Mintaqat `Asir,,SA
"ALGONQUIN PARK EAST GATE, CA","(45.5333333, -78.2666666)",45.05752,-77.85702,Bancroft,Ontario,,CA
"NURMIJARVI GEOPHSICAL OBSERVATORY, FI","(60.5166666, 24.65)",60.46407,24.8073,Nurmijaervi,Uusimaa,Helsinki,FI
"GOLF SIMMS, MT US","(47.3333333, -112.1)",47.81245,-112.18363,Choteau,Montana,Teton County,US
"PALOH, ID","(1.7666666, 109.3)",1.16667,108.96667,Pemangkat,West Kalimantan,,ID
"FORMOSA, BR","(-15.5333333, -47.3333333)",-15.53722,-47.33444,Formosa,Goias,Formosa,BR
"WINNEMUCCA AIRPORT, NV US","(40.90178, -117.80812)",40.97296,-117.73568,Winnemucca,Nevada,Humboldt County,US
"KHARGONE, IN","(21.8166666, 75.6166666)",21.82526,75.6107,Khargon,Madhya Pradesh,Khargone,IN
"LONDON CS ONT, CA","(43.0333333, -81.15)",42.98339,-81.23304,London,Ontario,,CA
"PATUXENT RIVER NAS, MD US","(38.3, -76.41667)",38.32679,-76.42606,Drum Point,Maryland,Calvert County,US
"CHARLIE RUSO, ND US","(47.714453, -101.010044)",48.05612,-100.92932,Velva,North Dakota,McHenry County,US
"TERRACE BAY AIRPORT, CA","(48.815316, -87.091756)",48.7501,-86.43322,Marathon,Ontario,,CA
"MAHDIA, TS","(35.5, 11.0666666)",35.50056,11.06056,Zouila,Al Mahdiyah,,TN
"DALHART FAA AIRPORT, TX US","(36.02516, -102.54875)",36.05948,-102.51325,Dalhart,Texas,Dallam County,US
"APIACAS, BR","(-9.5666666, -57.4)",-9.87556,-56.08611,Alta Floresta,Mato Grosso,Alta Floresta,BR
"PARK RAPIDS MUNICIPAL AIRPORT, MN US","(46.89967, -95.06682)",46.92218,-95.05863,Park Rapids,Minnesota,Hubbard County,US
"AIKEN MUNICIPAL AIRPORT, SC US","(33.65, -81.683)",33.56042,-81.71955,Aiken,South Carolina,Aiken County,US
"IMPERIAL CO AIRPORT, CA US","(32.83464, -115.57656)",32.84755,-115.56944,Imperial,California,Imperial County,US
"WEYBOURNE, UK","(52.95, 1.1333333)",52.94078,1.20931,Sheringham,England,Norfolk,GB
"GUMI, KS","(36.1166666, 128.3166666)",36.1136,128.336,Gumi,Gyeongsangbuk-do,,KR
"EREGLI KONYA, TU","(37.5, 34.05)",37.51333,34.04672,Eregli,Konya,,TR
"TAKADA, JA","(37.1, 138.25)",37.14828,138.23642,Joetsu,Niigata,,JP
"KHLONG YAI, TH","(11.7666666, 102.8833333)",11.77645,102.88567,Khlong Yai,Trat,,TH
"DEM JANSKOE, RS","(59.6, 69.2833333)",59.14227,68.88881,Uvat,Tjumen,,RU
"LA BREVINE, SZ","(46.9833333, 6.6166666)",47.03778,6.61111,Montlebon,Franche-Comte,Departement du Doubs,FR
"VARAZDIN, HR","(46.294724, 16.38125)",46.33028,16.40167,Kursanec,Medimurska,,HR
"DEBRE MARCOS, ET","(10.35, 37.7166667)",10.35,37.73333,Debre Mark'os,Amhara,,ET
"AIMORES, BR","(-19.5, -41.0666666)",-19.49583,-41.06389,Aimores,Minas Gerais,Aimores,BR
"LOUISVILLE BOWMAN FIELD, KY US","(38.23021, -85.66294)",38.25285,-85.65579,Saint Matthews,Kentucky,Jefferson County,US
"DOUGLAS BISBEE INTERNATIONAL AIRPORT, AZ US","(31.4583, -109.6061)",31.35716,-109.56352,Pirtleville,Arizona,Cochise County,US
"MCPHERSON, KS US","(38.352436, -97.69133)",38.37084,-97.66421,McPherson,Kansas,McPherson County,US
"NORTHWEST FLORIDA BEACHES INTERNATIONAL AIRPORT, FL US","(30.34869, -85.78835)",30.17659,-85.80549,Panama City Beach,Florida,Bay County,US
"BAENGNYEONGDO AB, KS","(37.9333333, 124.6666666)",38.25083,125.09611,Changyon,Hwanghae-namdo,,KP
"HUIMIN, CH","(37.5, 117.5333333)",37.36667,118.01667,Binzhou,Shandong Sheng,,CN
"AMAHAI, ID","(-3.35, 128.8833333)",-3.33984,128.91975,Amahai,Maluku,,ID
"CINCINNATI NORTHERN KENTUCKY INTERNATIONAL AIRPORT, KY US","(39.04443, -84.67241)",39.06589,-84.70106,Hebron,Kentucky,Boone County,US
"SAINT CATHERINE, FR","(42.530753, 8.793189)",42.56604,8.75713,Calvi,Corsica,Departement de la Haute-Corse,FR
"SAGA, JA","(33.149722, 130.302222)",33.2,130.35,Okawa,Saga Prefecture,,JP
"RAAHE NAHKIAINEN, FI","(64.6166666, 23.9)",64.46667,24.23333,Pyhaejoki,Northern Ostrobothnia,Raahe,FI
"TAUPO AWS, NZ","(-38.7333333, 176.0666666)",-38.68333,176.08333,Taupo,Waikato,Taupo District,NZ
"TIKANLIK, CH","(40.6333333, 87.7)",41.33662,86.25675,Yuli,Xinjiang Uygur Zizhiqu,,CN
"FITCHBURG MUNICIPAL AIRPORT, MA US","(42.55495, -71.75699)",42.52509,-71.75979,Leominster,Massachusetts,Worcester County,US
"JASPER WARDEN ALTA, CA","(52.9333333, -118.0333333)",52.88633,-118.05625,Jasper Park Lodge,Alberta,,CA
"CHARLESTON WEST VIRGINIA INTERNATIONAL YEAGER AIRPORT, WV US","(38.3795, -81.59112)",38.34982,-81.63262,Charleston,West Virginia,Kanawha County,US
"SEYCHELLES INTERNATIONAL, SE","(-4.674342, 55.521839)",-4.66667,55.5,Cascade,Cascade,,SC
"MAKKO, IR","(39.3333333, 44.4333333)",39.29513,44.49822,Maku,Azarbayjan-e Gharbi,,IR
"GARDERMOEN, NO","(60.193917, 11.100361)",60.22069,11.0176,Teigebyen,Akershus,Nannestad,NO
"DELFINO, BR","(-10.45, -41.2)",-10.18708,-40.97076,Laje,Bahia,Campo Formoso,BR
"BUGURUSLAN, RS","(53.6166666, 52.45)",53.6554,52.442,Buguruslan,Orenburg,,RU
"CAPE COLUMBINE, SF","(-32.8333333, 17.85)",-32.90719,17.98997,Vredenburg,Western Cape,West Coast District Municipality,ZA
"MARION WILLIAMSON CO AIRPORT, IL US","(37.75, -89.0)",37.77394,-89.02646,Energy,Illinois,Williamson County,US
"CARIBOU WEATHER FORECAST OFFICE, ME US","(46.87049, -68.01723)",46.8606,-68.01197,Caribou,Maine,Aroostook County,US
"QUERETARO INTERCONTINENTAL, MX","(20.617289, -100.185658)",20.6,-100.23889,La Loma,Queretaro,El Marques,MX
"FOWLERS GAP AWS, AS","(-31.0833333, 141.7)",-31.96173,141.45998,Broken Hill,New South Wales,Broken Hill Municipality,AU
"HISSAR, IN","(29.179444, 75.755336)",29.15394,75.72294,Hisar,Haryana,Hisar,IN
"CHANNEL POINT, AS","(-13.1666666, 130.1166666)",-12.45527,130.83172,Larrakeyah,Northern Territory,Darwin,AU
"WESTPORT AERODROME, NZ","(-41.7333333, 171.5666666)",-41.75262,171.6037,Westport,West Coast,Buller District,NZ
"ROUYN QUE, CA","(48.2333333, -79.0333333)",48.23656,-79.02311,Rouyn-Noranda,Quebec,Abitibi-Temiscamingue,CA
"JUINA, BR","(-11.3833333, -58.7833333)",-12.74056,-60.14583,Vilhena,Rondonia,Vilhena,BR
"BESALAMPY, MA","(-16.741945, 44.481388)",-17.08333,45.33333,Mahabe,Melaky,,MG
"SHAWANO MUNICIPAL AIRPORT, WI US","(44.783, -88.55)",44.78221,-88.60899,Shawano,Wisconsin,Shawano County,US
"PEMBERTON, AS","(-34.45, 116.0333333)",-34.44311,116.03689,Pemberton,Western Australia,Manjimup,AU
"PORT WELLER AUT, CA","(43.25, -79.22)",43.17126,-79.24267,St. Catharines,Ontario,Regional Municipality of Niagara,CA
"TREVISO, IT","(45.6484, 12.194422)",45.64351,12.16509,Quinto di Treviso,Veneto,Provincia di Treviso,IT
"HASVIK SLUSKFJELLET, NO","(70.6, 22.45)",70.58877,22.28712,Breivikbotn,Finnmark Fylke,Hasvik,NO
"CLOVIS CANNON AFB, NM US","(34.38333, -103.31667)",34.39689,-103.32444,Cannon Air Force Base,New Mexico,Curry County,US
"RAMONA AIRPORT, CA US","(33.03801, -116.915979)",33.04171,-116.86808,Ramona,California,San Diego County,US
"HENRY CO, TN US","(36.338226, -88.382878)",36.302,-88.32671,Paris,Tennessee,Henry County,US
"WRANGELL AIRPORT, AK US","(56.4732, -132.3874)",56.47083,-132.37667,Wrangell,Alaska,City and Borough of Wrangell,US
"COLVILLE MUNICIPAL AIRPORT, WA US","(48.5441693, -117.8835256)",48.54657,-117.90554,Colville,Washington,Stevens County,US
"MILINGIMBI AWS, AS","(-12.1166666, 134.9)",-12.18652,136.78201,Nhulunbuy,Northern Territory,East Arnhem,AU
"MINOT INTERNATIONAL AIRPORT, ND US","(48.25203, -101.26891)",48.23251,-101.29627,Minot,North Dakota,Ward County,US
"BEAUVECHAIN, BE","(50.75861, 4.768333)",50.78195,4.7718,Beauvechain,Wallonia,Province du Brabant Wallon,BE
"NAVRONGO, GH","(10.9, -1.1)",10.89557,-1.0921,Navrongo,Upper East,,GH
"LE TUBE, FR","(43.522736, 4.923844)",43.51667,4.98333,Istres,Provence-Alpes-Cote d'Azur,Departement des Bouches-du-Rhone,FR
"BRYANT ARMY AIRFIELD HELIPORT, AK US","(61.2658, -149.6533)",61.25703,-149.63139,Elmendorf Air Force Base,Alaska,Anchorage Municipality,US
"SEGEN KYUEL, RS","(64.0, 130.3)",62.71959,129.66722,Namtsy,Sakha,,RU
"NEW PHILADELPHIA CLEVER FIELD, OH US","(40.47031, -81.42176)",40.48979,-81.44567,New Philadelphia,Ohio,Tuscarawas County,US
"MANISA SANAYI AIRPORT, TU","(38.6333333, 27.35)",38.66025,27.33836,Muradiye,Manisa,,TR
"TANAY, RP","(14.5833333, 121.3666666)",14.5402,121.3602,Sampaloc,Calabarzon,Province of Rizal,PH
"FLAGSTAFF, AZ US","(35.2166666, -111.8166666)",35.26057,-111.94877,Parks,Arizona,Coconino County,US
"RIVOLTO, IT","(45.97875, 13.049331)",45.94463,13.05606,Bertiolo,Friuli Venezia Giulia,Provincia di Udine,IT
"AFJORD II, NO","(63.9666666, 10.2166666)",63.96068,10.22468,A i Afjord,Sor-Trondelag,Afjord,NO
"XIGAZE, CH","(29.25, 88.8833333)",29.25,88.88333,Rikaze,Tibet Autonomous Region,,CN
"HORNAFJORDUR, IC","(64.295556, -15.227222)",64.25388,-15.21212,Hoefn,East,,IS
"OSAN AB, KS","(37.090617, 127.029594)",37.15222,127.07056,Osan,Gyeonggi-do,,KR
"GUARATINGUETA, BR","(-22.791608, -45.204778)",-22.81639,-45.1925,Guaratingueta,Sao Paulo,Guaratingueta,BR
"KEDOUGOU, SG","(12.572292, -12.220333)",12.5579,-12.1743,Kedougou,Kedougou,,SN
"JERVOIS, AS","(-22.95, 136.15)",-23.69748,133.88362,Alice Springs,Northern Territory,Alice Springs,AU
"CORURIPE, BR","(-10.1333333, -36.2833333)",-10.12556,-36.17556,Coruripe,Alagoas,Coruripe,BR
"SPENCER MUNICIPAL AIRPORT, IA US","(43.16822, -95.21011)",43.14136,-95.14444,Spencer,Iowa,Clay County,US
"ANGOON, AK US","(57.49889, -134.58639)",58.30194,-134.41972,Juneau,Alaska,Juneau City and Borough,US
"DARLOWEK, PL","(54.4, 16.35)",54.42095,16.4107,Darlowo,West Pomeranian Voivodeship,Powiat slawienski,PL
"ABBEVILLE CHRIS CRUSTA MEMORIAL AIRPORT, LA US","(29.976, -92.084)",29.97465,-92.13429,Abbeville,Louisiana,Vermilion Parish,US
"H4, JO","(32.539217, 38.194986)",31.67252,38.66374,Turayf,Northern Borders,,SA
"TERNEJ, RS","(45.0, 136.6)",45.05278,136.60881,Terney,Primorskiy,,RU
"A 306, KS","(37.88375, 127.717972)",37.87472,127.73417,Chuncheon,Gangwon-do,,KR
"GUINAN, CH","(35.5833333, 100.75)",35.5857,100.75237,Mangqu,Qinghai Sheng,,CN
"TATARSK, RS","(55.2, 76.0188889)",55.21903,75.98283,Tatarsk,Novosibirsk,,RU
"COFFEY CO, KS US","(38.302486, -95.724958)",38.19447,-95.74276,Burlington,Kansas,Coffey County,US
"NORTH MOUNTAIN CS, CA","(46.8166666, -60.6666666)",46.23669,-60.21767,Sydney Mines,Nova Scotia,,CA
"S PADRE ISLAND COAST GUARD STATION, TX US","(26.077, -97.177)",26.10369,-97.16469,South Padre Island,Texas,Cameron County,US
"AHAR, IR","(38.4333333, 47.0666666)",38.4774,47.0699,Ahar,East Azerbaijan,,IR
"PERISHER VALLEY AWS, AS","(-36.4, 148.4)",-36.41623,148.62505,Jindabyne,New South Wales,Snowy River,AU
"OLDS AGDM ALTA, CA","(51.75, -114.0666666)",51.78341,-114.10199,Olds,Alberta,,CA
"TAROOM POST OFFICE, AS","(-25.6333333, 149.7833333)",-25.63925,149.7998,Taroom,Queensland,Banana,AU
"CARNEGIE CARNEGIE, AS","(-25.7833333, 122.9666666)",-23.35644,119.73553,Newman,Western Australia,East Pilbara,AU
"PARNAIBA PREFEITO DR JOAO SILVA FILHO, BR","(-2.893747, -41.731961)",-2.90472,-41.77667,Parnaiba,Piaui,Parnaiba,BR
"MORA, SW","(60.957908, 14.511383)",61.00704,14.54316,Mora,Dalarna,Mora Kommun,SE
"TAJSHET, RS","(55.95, 98.0)",55.9342,98.0044,Tayshet,Irkutsk,,RU
"LEEDS BRADFORD, UK","(53.865897, -1.660569)",53.86437,-1.68743,Yeadon,England,City and Borough of Leeds,GB
"QALHAT, MU","(22.6666666, 59.4)",22.56667,59.52889,Sur,Ash Sharqiyah,,OM
"MCCOOK MUNICIPAL AIRPORT, NE US","(40.204, -100.59039)",40.20195,-100.62571,McCook,Nebraska,Red Willow County,US
"PRINCESS JULIANA INTERNATIONAL AIRPORT, NN","(18.04583, -63.11472)",18.06667,-63.08333,Marigot,,,MF
"BEERBURRUM FOREST STATION, AS","(-26.95, 152.9666666)",-27.08465,152.9511,Caboolture,Queensland,Moreton Bay,AU
"D15 FA 1 HELIPAD OIL PLATFORM, NL","(54.3166666, 2.9333333)",52.69714,1.69181,Hemsby,England,Norfolk,GB
"SHIRAKAWA, JA","(37.1333333, 140.2166666)",37.28333,140.38333,Sukagawa,Fukushima,,JP
"MUS, TU","(38.7333333, 41.5166666)",38.73163,41.48482,Mus,Mus,,TR
"TATRY, LO","(49.073594, 20.241142)",49.06014,20.20695,Svit,Presovsky,Okres Poprad,SK
"CATHEDRAL POINT AUT BC, CA","(52.1833333, -127.4666666)",54.05244,-128.65342,Kitimat,British Columbia,,CA
"CRAIOVA, RO","(44.318139, 23.888611)",44.26917,23.90007,Carcea,Dolj,Comuna Carcea,RO
"GLAZOV, RS","(58.1333333, 52.5833333)",58.1393,52.658,Glazov,Udmurtiya,,RU
"LIVINGSTON AIRPORT, MT US","(45.69835, -110.44154)",45.66244,-110.56104,Livingston,Montana,Park County,US
"SUDBURY, CA","(46.625, -80.798889)",46.49,-80.99001,Greater Sudbury,Ontario,,CA
"SOMERSET PULASKI CO JT WILSON AIRPORT, KY US","(37.05417, -84.61472)",37.09202,-84.60411,Somerset,Kentucky,Pulaski County,US
"DUNALLEY STROUD POINT, AS","(-42.9, 147.7833333)",-42.78161,147.56267,Sorell,Tasmania,Sorell,AU
"SISAK, HR","(45.5, 16.3666666)",45.46611,16.37833,Sisak,Sisacko-Moslavacka,Grad Sisak,HR
"ITABAIANINHA, BR","(-11.2666666, -37.8)",-11.27389,-37.79,Itabaianinha,Sergipe,Itabaianinha,BR
"PANTICOSA REFUGIO CASA PIEDRA, SP","(42.7666666, -0.2333333)",42.77127,-0.33448,Sallent de Gallego,Aragon,Provincia de Huesca,ES
"AIMORES, BR","(-19.4833333, -41.0666666)",-19.49583,-41.06389,Aimores,Minas Gerais,Aimores,BR
"ARLINGTON MUNICIPAL AIRPORT, TX US","(32.65832, -97.09509)",32.70291,-97.15529,Dalworthington Gardens,Texas,Tarrant County,US
"SALLENT DE GALLEGO FORMIGAL, SP","(42.7666666, -0.3666666)",42.77127,-0.33448,Sallent de Gallego,Aragon,Provincia de Huesca,ES
"THO CHU, VM","(9.2833333, 103.4666666)",10.21716,103.95929,Duong GJong,Kien Giang,,VN
"SLOBOZIA, RO","(44.55, 27.4)",44.55929,27.43441,Cosambesti,Ialomita,Comuna Cosambesti,RO
"MCALESTER REGIONAL AIRPORT, OK US","(34.88237, -95.78154)",34.93343,-95.76971,McAlester,Oklahoma,Pittsburg County,US
"VARGINHA, BR","(-21.5666666, -45.4)",-21.55139,-45.43028,Varginha,Minas Gerais,Varginha,BR
"EVERGREEN MIDDLETON FIELD, AL US","(31.41912, -87.04844)",31.4335,-86.95692,Evergreen,Alabama,Conecuh County,US
"LA JUNTA 17 WSW, CO US","(37.8639, -103.8224)",38.05251,-103.72023,Rocky Ford,Colorado,Otero County,US
"KEM PORT, RS","(64.9833333, 34.8)",64.98547,34.76611,Rabocheostrovsk,Republic of Karelia,,RU
"MARSHALLTOWN MUNICIPAL AIRPORT, IA US","(42.11061, -92.91635)",42.04943,-92.90798,Marshalltown,Iowa,Marshall County,US
"SAVOONGA, AK US","(63.68667, -170.49333)",65.58604,-171.02082,Lavrentiya,Chukotskiy Avtonomnyy Okrug,,RU
"MOBILE REGIONAL AIRPORT, AL US","(30.68819, -88.24598)",30.59019,-88.17084,Tillmans Corner,Alabama,Mobile County,US
"LIBEREC, EZ","(50.7666666, 15.0166666)",50.79099,15.02683,Straz nad Nisou,,,CZ
"CARLSBAD MCCLELLAN PALOMAR AIRPORT, CA US","(33.12993, -117.27651)",33.12615,-117.20837,Lake San Marcos,California,San Diego County,US
"CAPE SPENCER, AK US","(58.2, -136.6333333)",59.22859,-135.44411,Haines,Alaska,Haines Borough,US
"SAN GABRIEL, EC","(0.6, -77.8166666)",0.59318,-77.83078,San Gabriel,Carchi,,EC
